,method,value_error,num_rollouts,vf,level_one_children,level_two_children,k,exp
9621,PW0.7,0.07856435941540285,20,Relu,9,11,1,0.7
9622,PW0.9,0.0015082717596732742,20,Relu,15,5,1,0.9
9623,AR,0.2940506671724017,20,Relu,1,19,1,0.1
9624,PW0.1,0.6360315164641666,50,Relu,2,4,1,0.1
9625,PW0.3,0.7151759449970632,50,Relu,4,11,1,0.3
9626,PW0.5,0.15170864971210607,50,Relu,8,22,1,0.5
9627,PW0.7,0.09022091868409499,50,Relu,16,28,1,0.7
9628,PW0.9,0.09649908607348445,50,Relu,34,16,1,0.9
9629,AR,0.8460989796287146,50,Relu,1,49,1,0.1
9630,PW0.1,0.5471124653487567,100,Relu,2,4,1,0.1
9631,PW0.3,0.7275838463928408,100,Relu,4,12,1,0.3
9632,PW0.5,0.2349165246792979,100,Relu,11,33,1,0.5
9633,PW0.7,0.438662246281337,100,Relu,26,59,1,0.7
9634,PW0.9,0.06018587887268945,100,Relu,64,36,1,0.9
9635,AR,0.24509962749628356,100,Relu,1,99,1,0.1
9636,PW0.1,2.3463561458957063,200,Relu,2,4,1,0.1
9637,PW0.3,0.26213425432929505,200,Relu,5,18,1,0.3
9638,PW0.5,0.9211102699810674,200,Relu,15,57,1,0.5
9639,PW0.7,0.06679398710875217,200,Relu,41,123,1,0.7
9640,PW0.9,0.05778831513411964,200,Relu,118,82,1,0.9
9641,AR,0.34656319753154374,200,Relu,1,199,1,0.1
9642,PW0.1,2.885823635018893,500,Relu,2,4,1,0.1
9643,PW0.3,0.4334697979199591,500,Relu,7,27,1,0.3
9644,PW0.5,0.6987497242210408,500,Relu,23,116,1,0.5
9645,PW0.7,0.05873185789096347,500,Relu,78,287,1,0.7
9646,PW0.9,0.04887287167479837,500,Relu,269,231,1,0.9
9647,AR,0.049661007731650386,500,Relu,1,499,1,0.1
9648,PW0.1,0.018341442687691667,10,Relu,2,4,1,0.1
9649,PW0.3,0.4486987628075327,10,Relu,2,4,1,0.3
9650,PW0.5,0.7387647212296291,10,Relu,4,6,1,0.5
9651,PW0.7,0.8157583725459165,10,Relu,6,4,1,0.7
9652,PW0.9,0.31424374838559493,10,Relu,8,2,1,0.9
9653,AR,1.0166690012416568,10,Relu,1,9,1,0.1
9654,PW0.1,1.5827421609665706,20,Relu,2,4,1,0.1
9655,PW0.3,0.3291249869031714,20,Relu,3,6,1,0.3
9656,PW0.5,0.6209194890592349,20,Relu,5,12,1,0.5
9657,PW0.7,0.36168484787574917,20,Relu,9,11,1,0.7
9658,PW0.9,0.6276664032253874,20,Relu,15,5,1,0.9
9659,AR,0.22065434929355346,20,Relu,1,19,1,0.1
9660,PW0.1,0.007847342189643614,50,Relu,2,4,1,0.1
9661,PW0.3,0.9917431987050918,50,Relu,4,10,1,0.3
9662,PW0.5,1.5096712878781242,50,Relu,8,21,1,0.5
9663,PW0.7,0.16123947474897904,50,Relu,16,32,1,0.7
9664,PW0.9,0.2774577372232049,50,Relu,34,16,1,0.9
9665,AR,0.017886931645363813,50,Relu,1,49,1,0.1
9666,PW0.1,0.7567715355128958,100,Relu,2,4,1,0.1
9667,PW0.3,0.16000570539929426,100,Relu,4,12,1,0.3
9668,PW0.5,0.797547924708679,100,Relu,11,36,1,0.5
9669,PW0.7,0.06785921001762835,100,Relu,26,62,1,0.7
9670,PW0.9,0.10820257084449003,100,Relu,64,36,1,0.9
9671,AR,0.3128608478606169,100,Relu,1,99,1,0.1
9672,PW0.1,0.17512068203955253,200,Relu,2,4,1,0.1
9673,PW0.3,1.8848302218186772,200,Relu,5,18,1,0.3
9674,PW0.5,0.186442984909052,200,Relu,15,60,1,0.5
9675,PW0.7,0.07081956674677431,200,Relu,41,120,1,0.7
9676,PW0.9,0.13413299901073664,200,Relu,118,82,1,0.9
9677,AR,0.032214966196699724,200,Relu,1,199,1,0.1
9678,PW0.1,0.5279907328958163,500,Relu,2,4,1,0.1
9679,PW0.3,0.11479128167111402,500,Relu,7,29,1,0.3
9680,PW0.5,0.4095461405793791,500,Relu,23,113,1,0.5
9681,PW0.7,0.22592376024213862,500,Relu,78,297,1,0.7
9682,PW0.9,0.08954239943502218,500,Relu,269,231,1,0.9
9683,AR,0.11585533543891574,500,Relu,1,499,1,0.1
9684,PW0.1,1.4590624551910278,10,Relu,2,4,1,0.1
9685,PW0.3,0.9151931077773203,10,Relu,2,4,1,0.3
9686,PW0.5,0.34727535531278164,10,Relu,4,6,1,0.5
9687,PW0.7,0.7460887556688827,10,Relu,6,4,1,0.7
9688,PW0.9,0.7730681379825608,10,Relu,8,2,1,0.9
9689,AR,0.40791149231917956,10,Relu,1,9,1,0.1
9690,PW0.1,2.3204960985550884,20,Relu,2,4,1,0.1
9691,PW0.3,0.33885215810750435,20,Relu,3,6,1,0.3
9692,PW0.5,1.310487497489258,20,Relu,5,11,1,0.5
9693,PW0.7,0.24344561545675925,20,Relu,9,11,1,0.7
9694,PW0.9,0.06798631617147533,20,Relu,15,5,1,0.9
9695,AR,0.44348513170536075,20,Relu,1,19,1,0.1
9696,PW0.1,1.300859617850323,50,Relu,2,4,1,0.1
9697,PW0.3,1.3461843827573254,50,Relu,4,11,1,0.3
9698,PW0.5,1.4601906465166776,50,Relu,8,19,1,0.5
9699,PW0.7,0.17937615578770705,50,Relu,16,30,1,0.7
9700,PW0.9,0.044201075302747306,50,Relu,34,16,1,0.9
9701,AR,0.23299405046265798,50,Relu,1,49,1,0.1
9702,PW0.1,2.751827746334255,100,Relu,2,4,1,0.1
9703,PW0.3,2.2001127680640433,100,Relu,4,12,1,0.3
9704,PW0.5,0.8591989229022604,100,Relu,11,36,1,0.5
9705,PW0.7,0.14138046015735828,100,Relu,26,63,1,0.7
9706,PW0.9,0.5043662737471345,100,Relu,64,36,1,0.9
9707,AR,0.2409280754007448,100,Relu,1,99,1,0.1
9708,PW0.1,1.951132736095849,200,Relu,2,4,1,0.1
9709,PW0.3,0.39879812885419863,200,Relu,5,18,1,0.3
9710,PW0.5,0.030103079670491972,200,Relu,15,62,1,0.5
9711,PW0.7,0.059809742818831335,200,Relu,41,123,1,0.7
9712,PW0.9,0.15266692724282993,200,Relu,118,82,1,0.9
9713,AR,0.036233494139437106,200,Relu,1,199,1,0.1
9714,PW0.1,0.9767032927103592,500,Relu,2,4,1,0.1
9715,PW0.3,0.06576002939316883,500,Relu,7,28,1,0.3
9716,PW0.5,0.33237308513829245,500,Relu,23,110,1,0.5
9717,PW0.7,0.17082377590785436,500,Relu,78,284,1,0.7
9718,PW0.9,0.18342751873563246,500,Relu,269,231,1,0.9
9719,AR,0.01872539874121837,500,Relu,1,499,1,0.1
9720,PW0.1,0.0723795386483026,10,Relu,2,4,1,0.1
9721,PW0.3,0.9853718068706444,10,Relu,2,4,1,0.3
9722,PW0.5,0.17573196132514313,10,Relu,4,3,1,0.5
9723,PW0.7,0.16600626947769237,10,Relu,6,4,1,0.7
9724,PW0.9,0.2980621054412229,10,Relu,8,2,1,0.9
9725,AR,0.22129227003486607,10,Relu,1,9,1,0.1
9726,PW0.1,1.3519837568807485,20,Relu,2,4,1,0.1
9727,PW0.3,0.05458019628704913,20,Relu,3,5,1,0.3
9728,PW0.5,0.46413287827258926,20,Relu,5,12,1,0.5
9729,PW0.7,0.09556032699722372,20,Relu,9,11,1,0.7
9730,PW0.9,0.30884116431759767,20,Relu,15,5,1,0.9
9731,AR,0.01661553459612719,20,Relu,1,19,1,0.1
9732,PW0.1,0.07146518828022663,50,Relu,2,4,1,0.1
9733,PW0.3,0.9495706923538774,50,Relu,4,10,1,0.3
9734,PW0.5,0.0743658259070995,50,Relu,8,21,1,0.5
9735,PW0.7,0.09136543665121022,50,Relu,16,30,1,0.7
9736,PW0.9,0.3918440967647724,50,Relu,34,16,1,0.9
9737,AR,0.057720152867215546,50,Relu,1,49,1,0.1
9738,PW0.1,0.62038329687333,100,Relu,2,4,1,0.1
9739,PW0.3,0.16428400700735146,100,Relu,4,12,1,0.3
9740,PW0.5,0.11073648958295335,100,Relu,11,35,1,0.5
9741,PW0.7,0.23167484613284384,100,Relu,26,60,1,0.7
9742,PW0.9,0.27108852276856577,100,Relu,64,36,1,0.9
9743,AR,0.019918018859799824,100,Relu,1,99,1,0.1
9744,PW0.1,0.8940984420166447,200,Relu,2,4,1,0.1
9745,PW0.3,0.3296622312934616,200,Relu,5,18,1,0.3
9746,PW0.5,0.038351014280602835,200,Relu,15,61,1,0.5
9747,PW0.7,0.1556985933594771,200,Relu,41,119,1,0.7
9748,PW0.9,0.22201173574952415,200,Relu,118,82,1,0.9
9749,AR,0.07535762740425833,200,Relu,1,199,1,0.1
9750,PW0.1,1.1072588588417647,500,Relu,2,4,1,0.1
9751,PW0.3,0.2737034577486044,500,Relu,7,27,1,0.3
9752,PW0.5,0.10546511659147428,500,Relu,23,113,1,0.5
9753,PW0.7,0.19530914217573792,500,Relu,78,289,1,0.7
9754,PW0.9,0.1964830704653857,500,Relu,269,231,1,0.9
9755,AR,0.06072307109071784,500,Relu,1,499,1,0.1
9756,PW0.1,0.42227084017681144,10,Relu,2,4,1,0.1
9757,PW0.3,1.330827940929081,10,Relu,2,4,1,0.3
9758,PW0.5,0.22495570445115232,10,Relu,4,5,1,0.5
9759,PW0.7,0.3646981003959542,10,Relu,6,4,1,0.7
9760,PW0.9,0.016410829253161674,10,Relu,8,2,1,0.9
9761,AR,0.500796931209759,10,Relu,1,9,1,0.1
9762,PW0.1,1.5833540116734874,20,Relu,2,4,1,0.1
9763,PW0.3,0.05809602822182525,20,Relu,3,6,1,0.3
9764,PW0.5,0.37741312923522174,20,Relu,5,11,1,0.5
9765,PW0.7,0.03470492562546751,20,Relu,9,11,1,0.7
9766,PW0.9,0.3844331843162943,20,Relu,15,5,1,0.9
9767,AR,0.04435117045700665,20,Relu,1,19,1,0.1
9768,PW0.1,0.8253516679702622,50,Relu,2,4,1,0.1
9769,PW0.3,0.5660423036990412,50,Relu,4,11,1,0.3
9770,PW0.5,0.901222588397009,50,Relu,8,22,1,0.5
9771,PW0.7,0.26473537617171305,50,Relu,16,31,1,0.7
9772,PW0.9,0.04660829536778294,50,Relu,34,16,1,0.9
9773,AR,0.3519826104763759,50,Relu,1,49,1,0.1
9774,PW0.1,0.04976512017874668,100,Relu,2,4,1,0.1
9775,PW0.3,0.08637434795910309,100,Relu,4,12,1,0.3
9776,PW0.5,0.28780050167052895,100,Relu,11,33,1,0.5
9777,PW0.7,0.3366724389132745,100,Relu,26,60,1,0.7
9778,PW0.9,0.030418720017945322,100,Relu,64,36,1,0.9
9779,AR,0.4086101505262806,100,Relu,1,99,1,0.1
9780,PW0.1,0.41831393216046475,200,Relu,2,4,1,0.1
9781,PW0.3,1.1824100966473918,200,Relu,5,18,1,0.3
9782,PW0.5,0.4029568961711685,200,Relu,15,61,1,0.5
9783,PW0.7,0.08375206072894115,200,Relu,41,122,1,0.7
9784,PW0.9,0.021941471779503396,200,Relu,118,82,1,0.9
9785,AR,0.07448123236293425,200,Relu,1,199,1,0.1
9786,PW0.1,0.2895962918440439,500,Relu,2,4,1,0.1
9787,PW0.3,0.12036989174588225,500,Relu,7,29,1,0.3
9788,PW0.5,0.29178364911572907,500,Relu,23,113,1,0.5
9789,PW0.7,0.02643949274551638,500,Relu,78,281,1,0.7
9790,PW0.9,0.04554248243058834,500,Relu,269,231,1,0.9
9791,AR,0.09689986333608036,500,Relu,1,499,1,0.1
9792,PW0.1,0.7149822321905599,10,Relu,2,4,1,0.1
9793,PW0.3,0.31492464803974385,10,Relu,2,4,1,0.3
9794,PW0.5,0.2202673045805308,10,Relu,4,6,1,0.5
9795,PW0.7,0.9195372442147097,10,Relu,6,4,1,0.7
9796,PW0.9,0.41229861551930846,10,Relu,8,2,1,0.9
9797,AR,1.3681636345799233,10,Relu,1,9,1,0.1
9798,PW0.1,1.4838294217564871,20,Relu,2,4,1,0.1
9799,PW0.3,0.7082802955849019,20,Relu,3,7,1,0.3
9800,PW0.5,0.4299767799638148,20,Relu,5,11,1,0.5
9801,PW0.7,0.38482338064667265,20,Relu,9,11,1,0.7
9802,PW0.9,0.48979003781786085,20,Relu,15,5,1,0.9
9803,AR,0.04346534293585125,20,Relu,1,19,1,0.1
9804,PW0.1,0.21056889316975402,50,Relu,2,4,1,0.1
9805,PW0.3,0.6826455873247266,50,Relu,4,11,1,0.3
9806,PW0.5,0.28373126248443836,50,Relu,8,21,1,0.5
9807,PW0.7,0.25556153228349254,50,Relu,16,32,1,0.7
9808,PW0.9,0.6193261222103958,50,Relu,34,16,1,0.9
9809,AR,0.15167409648860175,50,Relu,1,49,1,0.1
9810,PW0.1,0.7596175792428481,100,Relu,2,4,1,0.1
9811,PW0.3,0.4970599204737061,100,Relu,4,12,1,0.3
9812,PW0.5,0.7281885292078916,100,Relu,11,35,1,0.5
9813,PW0.7,0.017376523929105936,100,Relu,26,63,1,0.7
9814,PW0.9,0.6507486905374154,100,Relu,64,36,1,0.9
9815,AR,0.10767251412072254,100,Relu,1,99,1,0.1
9816,PW0.1,0.6272033138977386,200,Relu,2,4,1,0.1
9817,PW0.3,0.5373128137877154,200,Relu,5,18,1,0.3
9818,PW0.5,0.2776471700722779,200,Relu,15,59,1,0.5
9819,PW0.7,0.0003805407233411495,200,Relu,41,119,1,0.7
9820,PW0.9,0.5325023243930509,200,Relu,118,82,1,0.9
9821,AR,0.06925952947954084,200,Relu,1,199,1,0.1
9822,PW0.1,0.4806153246648852,500,Relu,2,4,1,0.1
9823,PW0.3,0.0912565017859408,500,Relu,7,27,1,0.3
9824,PW0.5,0.027668344852757265,500,Relu,23,116,1,0.5
9825,PW0.7,0.1395712227761191,500,Relu,78,285,1,0.7
9826,PW0.9,0.5758809571642096,500,Relu,269,230,1,0.9
9827,AR,0.05608355383261032,500,Relu,1,499,1,0.1
9828,PW0.1,0.29145565128493917,10,Relu,2,4,1,0.1
9829,PW0.3,0.1368262118557554,10,Relu,2,4,1,0.3
9830,PW0.5,0.3241155576079868,10,Relu,4,6,1,0.5
9831,PW0.7,0.3264732451070266,10,Relu,6,4,1,0.7
9832,PW0.9,0.12858450119214,10,Relu,8,2,1,0.9
9833,AR,0.056014639976027514,10,Relu,1,9,1,0.1
9834,PW0.1,1.4278516142649629,20,Relu,2,4,1,0.1
9835,PW0.3,0.43797790170534967,20,Relu,3,6,1,0.3
9836,PW0.5,0.4504296608414833,20,Relu,5,11,1,0.5
9837,PW0.7,0.2550714951591978,20,Relu,9,11,1,0.7
9838,PW0.9,0.09230192355400502,20,Relu,15,5,1,0.9
9839,AR,0.25376386722777866,20,Relu,1,19,1,0.1
9840,PW0.1,0.021652941840042628,50,Relu,2,4,1,0.1
9841,PW0.3,0.027533457597415545,50,Relu,4,11,1,0.3
9842,PW0.5,0.05932486992967678,50,Relu,8,20,1,0.5
9843,PW0.7,0.29837037508065034,50,Relu,16,33,1,0.7
9844,PW0.9,0.350645049578556,50,Relu,34,16,1,0.9
9845,AR,0.47396550732507053,50,Relu,1,49,1,0.1
9846,PW0.1,1.5255369494484872,100,Relu,2,4,1,0.1
9847,PW0.3,1.3198833147932065,100,Relu,4,11,1,0.3
9848,PW0.5,0.25368619701204975,100,Relu,11,35,1,0.5
9849,PW0.7,0.02883526516656698,100,Relu,26,64,1,0.7
9850,PW0.9,0.18458652868974434,100,Relu,64,36,1,0.9
9851,AR,0.17005320221967501,100,Relu,1,99,1,0.1
9852,PW0.1,0.44420994159481764,200,Relu,2,4,1,0.1
9853,PW0.3,0.7444131640752436,200,Relu,5,18,1,0.3
9854,PW0.5,0.05551728336460443,200,Relu,15,59,1,0.5
9855,PW0.7,0.16118380571627933,200,Relu,41,119,1,0.7
9856,PW0.9,0.1859650978090963,200,Relu,118,82,1,0.9
9857,AR,0.045938555945729376,200,Relu,1,199,1,0.1
9858,PW0.1,0.4247742554401342,500,Relu,2,4,1,0.1
9859,PW0.3,0.3730059655576683,500,Relu,7,27,1,0.3
9860,PW0.5,0.2841676047137729,500,Relu,23,112,1,0.5
9861,PW0.7,0.10927657196827201,500,Relu,78,284,1,0.7
9862,PW0.9,0.12594248481004733,500,Relu,269,231,1,0.9
9863,AR,0.09735194987663309,500,Relu,1,499,1,0.1
9864,PW0.1,1.2303805932432461,10,Relu,2,4,1,0.1
9865,PW0.3,0.589122460304455,10,Relu,2,4,1,0.3
9866,PW0.5,0.08705254306106447,10,Relu,4,6,1,0.5
9867,PW0.7,0.9150130109779208,10,Relu,6,4,1,0.7
9868,PW0.9,0.4457372660864024,10,Relu,8,2,1,0.9
9869,AR,0.051117612094079945,10,Relu,1,9,1,0.1
9870,PW0.1,0.17434859920998313,20,Relu,2,4,1,0.1
9871,PW0.3,0.8564356703104207,20,Relu,3,6,1,0.3
9872,PW0.5,0.7502134600397112,20,Relu,5,12,1,0.5
9873,PW0.7,0.13856488906991338,20,Relu,9,11,1,0.7
9874,PW0.9,0.29480442179277233,20,Relu,15,5,1,0.9
9875,AR,0.1915506827021065,20,Relu,1,19,1,0.1
9876,PW0.1,0.9779094142206493,50,Relu,2,4,1,0.1
9877,PW0.3,0.022520135440419642,50,Relu,4,10,1,0.3
9878,PW0.5,0.09069571368688911,50,Relu,8,23,1,0.5
9879,PW0.7,0.23368345517800115,50,Relu,16,33,1,0.7
9880,PW0.9,0.5954251073148146,50,Relu,34,16,1,0.9
9881,AR,0.19865800382266507,50,Relu,1,49,1,0.1
9882,PW0.1,0.4486421998588923,100,Relu,2,4,1,0.1
9883,PW0.3,0.7980796612450907,100,Relu,4,12,1,0.3
9884,PW0.5,0.4438196208765859,100,Relu,11,32,1,0.5
9885,PW0.7,0.1792299419476695,100,Relu,26,61,1,0.7
9886,PW0.9,0.18311189172803433,100,Relu,64,36,1,0.9
9887,AR,0.01779842132799203,100,Relu,1,99,1,0.1
9888,PW0.1,1.965110439050711,200,Relu,2,4,1,0.1
9889,PW0.3,0.7389984739624049,200,Relu,5,19,1,0.3
9890,PW0.5,0.013147380037224599,200,Relu,15,57,1,0.5
9891,PW0.7,0.32777969483268166,200,Relu,41,123,1,0.7
9892,PW0.9,0.1856364036994702,200,Relu,118,82,1,0.9
9893,AR,0.09685226677072811,200,Relu,1,199,1,0.1
9894,PW0.1,1.0031358788833353,500,Relu,2,4,1,0.1
9895,PW0.3,0.8896111525578605,500,Relu,7,27,1,0.3
9896,PW0.5,0.16141265589603626,500,Relu,23,117,1,0.5
9897,PW0.7,0.04402157944931551,500,Relu,78,288,1,0.7
9898,PW0.9,0.13320784328658286,500,Relu,269,231,1,0.9
9899,AR,0.015271616317267922,500,Relu,1,499,1,0.1
9900,PW0.1,1.7785130435424155,10,Relu,2,4,1,0.1
9901,PW0.3,1.0663299867353777,10,Relu,2,4,1,0.3
9902,PW0.5,0.6590241693567519,10,Relu,4,6,1,0.5
9903,PW0.7,0.587890152514508,10,Relu,6,4,1,0.7
9904,PW0.9,0.365613515398469,10,Relu,8,2,1,0.9
9905,AR,1.6811093108378636,10,Relu,1,9,1,0.1
9906,PW0.1,1.0886963221554535,20,Relu,2,4,1,0.1
9907,PW0.3,0.9827498465410105,20,Relu,3,6,1,0.3
9908,PW0.5,1.023001884974646,20,Relu,5,10,1,0.5
9909,PW0.7,0.09240629941091577,20,Relu,9,11,1,0.7
9910,PW0.9,0.6681087115468307,20,Relu,15,5,1,0.9
9911,AR,0.3234546110739641,20,Relu,1,19,1,0.1
9912,PW0.1,1.2756290111815798,50,Relu,2,4,1,0.1
9913,PW0.3,0.23237211878945815,50,Relu,4,11,1,0.3
9914,PW0.5,0.637840358405916,50,Relu,8,22,1,0.5
9915,PW0.7,0.42340808284305553,50,Relu,16,30,1,0.7
9916,PW0.9,0.6808627977624194,50,Relu,34,16,1,0.9
9917,AR,0.006829119863357637,50,Relu,1,49,1,0.1
9918,PW0.1,0.44553653952162,100,Relu,2,4,1,0.1
9919,PW0.3,2.0670291091868713,100,Relu,4,12,1,0.3
9920,PW0.5,0.07841066292366791,100,Relu,11,36,1,0.5
9921,PW0.7,0.22001778584743942,100,Relu,26,64,1,0.7
9922,PW0.9,0.5642821936487534,100,Relu,64,36,1,0.9
9923,AR,0.03426810485357318,100,Relu,1,99,1,0.1
9924,PW0.1,0.7200707740077509,200,Relu,2,4,1,0.1
9925,PW0.3,0.14846361016238901,200,Relu,5,18,1,0.3
9926,PW0.5,0.01303563017680412,200,Relu,15,58,1,0.5
9927,PW0.7,0.13605089415461272,200,Relu,41,121,1,0.7
9928,PW0.9,0.6984351512043855,200,Relu,118,82,1,0.9
9929,AR,0.1369516389513949,200,Relu,1,199,1,0.1
9930,PW0.1,0.6122536823467012,500,Relu,2,4,1,0.1
9931,PW0.3,0.11860636815970474,500,Relu,7,27,1,0.3
9932,PW0.5,0.18007690808258403,500,Relu,23,114,1,0.5
9933,PW0.7,0.24429155311742806,500,Relu,78,282,1,0.7
9934,PW0.9,0.45462269269417066,500,Relu,269,231,1,0.9
9935,AR,0.06404289326005716,500,Relu,1,499,1,0.1
9936,PW0.1,0.3353355750345336,10,Relu,2,4,1,0.1
9937,PW0.3,1.0914120247435395,10,Relu,2,4,1,0.3
9938,PW0.5,0.4497917897770387,10,Relu,4,6,1,0.5
9939,PW0.7,0.25524721206801315,10,Relu,6,4,1,0.7
9940,PW0.9,0.5223376130500772,10,Relu,8,2,1,0.9
9941,AR,0.47957546574776966,10,Relu,1,9,1,0.1
9942,PW0.1,0.905491262413392,20,Relu,2,4,1,0.1
9943,PW0.3,0.20391622001477092,20,Relu,3,6,1,0.3
9944,PW0.5,0.29880943794003806,20,Relu,5,11,1,0.5
9945,PW0.7,1.0837512665985198,20,Relu,9,10,1,0.7
9946,PW0.9,0.15071838419510153,20,Relu,15,5,1,0.9
9947,AR,0.11960087231229818,20,Relu,1,19,1,0.1
9948,PW0.1,0.44902562038210503,50,Relu,2,4,1,0.1
9949,PW0.3,0.1621661664653229,50,Relu,4,10,1,0.3
9950,PW0.5,0.46355061641905704,50,Relu,8,21,1,0.5
9951,PW0.7,0.01820733328234042,50,Relu,16,30,1,0.7
9952,PW0.9,0.19209661566739272,50,Relu,34,16,1,0.9
9953,AR,0.25268072799873753,50,Relu,1,49,1,0.1
9954,PW0.1,0.26821367538627405,100,Relu,2,4,1,0.1
9955,PW0.3,0.39161522076219923,100,Relu,4,11,1,0.3
9956,PW0.5,0.696641860528126,100,Relu,11,36,1,0.5
9957,PW0.7,0.16463815163371393,100,Relu,26,62,1,0.7
9958,PW0.9,0.29754364538451084,100,Relu,64,36,1,0.9
9959,AR,0.25184351099330987,100,Relu,1,99,1,0.1
9960,PW0.1,0.2819895310525206,200,Relu,2,4,1,0.1
9961,PW0.3,0.447501305894887,200,Relu,5,18,1,0.3
9962,PW0.5,0.033174320043682926,200,Relu,15,59,1,0.5
9963,PW0.7,0.47650105161274525,200,Relu,41,126,1,0.7
9964,PW0.9,0.17333329947098103,200,Relu,118,82,1,0.9
9965,AR,0.2356270100837588,200,Relu,1,199,1,0.1
9966,PW0.1,2.2104003391317106,500,Relu,2,4,1,0.1
9967,PW0.3,0.03721310192945271,500,Relu,7,29,1,0.3
9968,PW0.5,0.3201669278651019,500,Relu,23,114,1,0.5
9969,PW0.7,0.18876114155065182,500,Relu,78,284,1,0.7
9970,PW0.9,0.16895729025217116,500,Relu,269,231,1,0.9
9971,AR,0.03288414326869457,500,Relu,1,499,1,0.1
9972,PW0.1,1.118952732323827,10,Relu,2,4,1,0.1
9973,PW0.3,0.14216807045241175,10,Relu,2,4,1,0.3
9974,PW0.5,0.7821936685802188,10,Relu,4,4,1,0.5
9975,PW0.7,0.508020694570986,10,Relu,6,4,1,0.7
9976,PW0.9,0.33402199663558485,10,Relu,8,2,1,0.9
9977,AR,0.03750152316713207,10,Relu,1,9,1,0.1
9978,PW0.1,0.5368538675531817,20,Relu,2,4,1,0.1
9979,PW0.3,0.5063427959374917,20,Relu,3,6,1,0.3
9980,PW0.5,0.3625021658747749,20,Relu,5,10,1,0.5
9981,PW0.7,0.7785594721776038,20,Relu,9,11,1,0.7
9982,PW0.9,0.40454902811269666,20,Relu,15,5,1,0.9
9983,AR,0.0261915879768555,20,Relu,1,19,1,0.1
9984,PW0.1,0.5943602658217162,50,Relu,2,4,1,0.1
9985,PW0.3,0.1940897145134981,50,Relu,4,10,1,0.3
9986,PW0.5,0.7621326978360097,50,Relu,8,22,1,0.5
9987,PW0.7,0.3329245704602237,50,Relu,16,32,1,0.7
9988,PW0.9,0.380053367237152,50,Relu,34,16,1,0.9
9989,AR,0.04820852103913942,50,Relu,1,49,1,0.1
9990,PW0.1,0.15788096538813412,100,Relu,2,4,1,0.1
9991,PW0.3,0.49297109834268693,100,Relu,4,12,1,0.3
9992,PW0.5,0.08239872823605232,100,Relu,11,33,1,0.5
9993,PW0.7,0.2651650029111061,100,Relu,26,64,1,0.7
9994,PW0.9,0.46509913547107573,100,Relu,64,36,1,0.9
9995,AR,0.17777734947284785,100,Relu,1,99,1,0.1
9996,PW0.1,1.0312982707810967,200,Relu,2,4,1,0.1
9997,PW0.3,0.36283323512925336,200,Relu,5,19,1,0.3
9998,PW0.5,0.10393990528996766,200,Relu,15,56,1,0.5
9999,PW0.7,0.16029601853192155,200,Relu,41,123,1,0.7
10000,PW0.9,0.3351186947338227,200,Relu,118,82,1,0.9
10001,AR,0.0518087712220523,200,Relu,1,199,1,0.1
10002,PW0.1,0.8643153723120514,500,Relu,2,4,1,0.1
10003,PW0.3,0.34946551622784017,500,Relu,7,27,1,0.3
10004,PW0.5,0.21476012375680553,500,Relu,23,114,1,0.5
10005,PW0.7,0.007065754828809778,500,Relu,78,285,1,0.7
10006,PW0.9,0.3260422082152732,500,Relu,269,231,1,0.9
10007,AR,0.0011807891708954799,500,Relu,1,499,1,0.1
10008,PW0.1,0.5526948478023134,10,Relu,2,4,1,0.1
10009,PW0.3,0.8496388730070736,10,Relu,2,4,1,0.3
10010,PW0.5,1.5898702792860493,10,Relu,4,5,1,0.5
10011,PW0.7,1.0339752688839046,10,Relu,6,4,1,0.7
10012,PW0.9,0.6192877987261742,10,Relu,8,2,1,0.9
10013,AR,0.00655488616093064,10,Relu,1,9,1,0.1
10014,PW0.1,0.5622553101660545,20,Relu,2,4,1,0.1
10015,PW0.3,1.916975842803528,20,Relu,3,6,1,0.3
10016,PW0.5,0.5126631039000656,20,Relu,5,11,1,0.5
10017,PW0.7,0.15709230319362477,20,Relu,9,11,1,0.7
10018,PW0.9,0.9119837828064474,20,Relu,15,5,1,0.9
10019,AR,0.2756796046195612,20,Relu,1,19,1,0.1
10020,PW0.1,1.6717049166089453,50,Relu,2,4,1,0.1
10021,PW0.3,1.3412839321145984,50,Relu,4,10,1,0.3
10022,PW0.5,1.0519317507626424,50,Relu,8,20,1,0.5
10023,PW0.7,0.89560997447999,50,Relu,16,32,1,0.7
10024,PW0.9,0.40698612889795804,50,Relu,34,16,1,0.9
10025,AR,0.043761176599279694,50,Relu,1,49,1,0.1
10026,PW0.1,1.6201747662414254,100,Relu,2,4,1,0.1
10027,PW0.3,0.06514476983699186,100,Relu,4,12,1,0.3
10028,PW0.5,0.6404865466277404,100,Relu,11,36,1,0.5
10029,PW0.7,0.44132764095347343,100,Relu,26,62,1,0.7
10030,PW0.9,0.4133628316051159,100,Relu,64,36,1,0.9
10031,AR,0.3728656831197934,100,Relu,1,99,1,0.1
10032,PW0.1,1.4006887587776828,200,Relu,2,4,1,0.1
10033,PW0.3,1.5415372713143995,200,Relu,5,18,1,0.3
10034,PW0.5,0.40931570417299756,200,Relu,15,58,1,0.5
10035,PW0.7,0.19480598893018872,200,Relu,41,125,1,0.7
10036,PW0.9,0.5645917573971003,200,Relu,118,82,1,0.9
10037,AR,0.460764755312536,200,Relu,1,199,1,0.1
